      year,  location,    lowest,   2nd_low,    median,  2nd_high,   highest,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
  2.25,E06000029,    0.447,    0.555,    0.672,    0.835,    1.493,    0.725,    0.555,    0.572,    0.672,    0.805,    0.768,    0.580,    0.743,    0.580,    0.668,    0.743,    0.672,    1.493,    0.835,    0.447
  2.50,E06000029,    0.684,    0.709,    0.893,    1.076,    1.776,    0.937,    0.684,    0.735,    0.864,    1.021,    0.893,    0.772,    1.047,    0.776,    0.876,    1.043,    1.009,    1.776,    1.076,    0.709
  2.75,E06000029,    0.847,    0.896,    1.105,    1.568,    2.411,    1.413,    0.896,    1.005,    1.009,    1.392,    1.105,    1.064,    1.351,    1.076,    1.088,    1.568,    1.239,    2.411,    1.527,    0.847
  3.00,E06000029,    0.984,    1.251,    1.485,    2.039,    2.789,    1.684,    1.251,    1.289,    1.368,    1.851,    1.531,    1.485,    1.625,    1.272,    1.433,    2.039,    1.447,    2.789,    1.872,    0.984
  3.25,E06000029,    1.143,    1.560,    1.721,    2.501,    3.101,    1.972,    1.709,    1.719,    1.680,    2.147,    1.751,    1.560,    1.984,    1.721,    1.600,    2.501,    1.672,    3.101,    2.143,    1.143
  3.50,E06000029,    1.531,    1.723,    2.168,    3.147,    3.656,    2.297,    1.951,    1.864,    2.043,    2.409,    2.168,    1.723,    2.397,    2.176,    2.063,    3.147,    1.927,    3.656,    2.635,    1.531
  3.75,E06000029,    1.952,    2.011,    2.509,    3.751,    3.931,    2.681,    2.297,    2.285,    2.376,    2.864,    2.664,    2.011,    2.735,    2.509,    2.263,    3.751,    2.089,    3.931,    3.189,    1.952
  4.00,E06000029,    2.340,    2.427,    2.893,    4.313,    4.480,    2.881,    2.668,    2.844,    2.743,    3.221,    2.893,    2.340,    3.139,    3.127,    2.925,    4.480,    2.748,    4.313,    3.493,    2.427
  0.61,E07000048,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100
  1.00,E07000048,    0.133,    0.133,    0.167,    0.200,    0.200,    0.167,    0.200,    0.167,    0.167,    0.167,    0.200,    0.167,    0.167,    0.133,    0.133,    0.167,    0.133,    0.200,    0.167,    0.133
  1.25,E07000048,    0.133,    0.133,    0.167,    0.200,    0.200,    0.167,    0.200,    0.167,    0.167,    0.167,    0.200,    0.167,    0.167,    0.133,    0.133,    0.167,    0.133,    0.200,    0.167,    0.133
  1.50,E07000048,    0.167,    0.167,    0.200,    0.300,    0.333,    0.200,    0.200,    0.200,    0.167,    0.300,    0.233,    0.200,    0.200,    0.167,    0.267,    0.200,    0.200,    0.333,    0.200,    0.200
  1.75,E07000048,    0.233,    0.267,    0.333,    0.367,    0.500,    0.367,    0.333,    0.300,    0.300,    0.333,    0.367,    0.267,    0.333,    0.267,    0.267,    0.367,    0.300,    0.500,    0.333,    0.233
  2.00,E07000048,    0.267,    0.300,    0.433,    0.500,    0.667,    0.433,    0.433,    0.400,    0.333,    0.433,    0.433,    0.367,    0.433,    0.400,    0.367,    0.500,    0.300,    0.667,    0.433,    0.267
  2.25,E07000048,    0.300,    0.400,    0.467,    0.633,    0.967,    0.633,    0.433,    0.400,    0.467,    0.500,    0.433,    0.433,    0.567,    0.433,    0.467,    0.533,    0.433,    0.967,    0.567,    0.300
  2.50,E07000048,    0.400,    0.500,    0.633,    1.000,    1.433,    1.000,    0.533,    0.500,    0.567,    0.833,    0.533,    0.600,    0.900,    0.567,    0.700,    0.833,    0.633,    1.433,    1.000,    0.400
  2.75,E07000048,    0.467,    0.733,    0.933,    1.333,    1.900,    1.300,    0.833,    0.833,    0.833,    1.167,    0.833,    0.733,    1.167,    0.933,    0.933,    1.333,    0.767,    1.900,    1.300,    0.467
  3.00,E07000048,    0.600,    0.967,    1.200,    1.767,    2.267,    1.567,    1.133,    1.033,    1.200,    1.567,    1.167,    0.967,    1.467,    1.167,    1.300,    1.767,    1.000,    2.267,    1.600,    0.600
  3.25,E07000048,    0.700,    1.100,    1.567,    2.267,    2.767,    1.900,    1.567,    1.433,    1.500,    1.800,    1.467,    1.100,    1.667,    1.700,    1.467,    2.267,    1.167,    2.767,    2.000,    0.700
  3.50,E07000048,    0.933,    1.233,    1.833,    2.833,    3.300,    2.200,    1.833,    1.600,    1.867,    2.033,    1.733,    1.233,    1.833,    2.100,    1.800,    2.833,    1.400,    3.300,    2.433,    0.933
  3.75,E07000048,    1.300,    1.433,    2.167,    3.500,    3.667,    2.433,    2.000,    1.867,    2.133,    2.400,    2.167,    1.433,    2.233,    2.400,    2.033,    3.500,    1.600,    3.667,    2.933,    1.300
  4.00,E07000048,    1.800,    1.833,    2.467,    4.133,    4.267,    2.600,    2.400,    2.400,    2.467,    2.933,    2.400,    1.833,    2.467,    2.933,    2.767,    4.267,    2.233,    4.133,    3.333,    1.800
  0.61,E07000049,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120,    0.120
  1.00,E07000049,    0.156,    0.158,    0.186,    0.219,    0.219,    0.208,    0.178,    0.183,    0.188,    0.206,    0.219,    0.186,    0.185,    0.158,    0.156,    0.208,    0.177,    0.219,    0.203,    0.175
  1.25,E07000049,    0.180,    0.194,    0.245,    0.324,    0.367,    0.268,    0.222,    0.225,    0.252,    0.288,    0.324,    0.213,    0.245,    0.180,    0.197,    0.268,    0.197,    0.367,    0.263,    0.194
  1.50,E07000049,    0.250,    0.267,    0.343,    0.463,    0.546,    0.366,    0.267,    0.279,    0.297,    0.463,    0.402,    0.287,    0.343,    0.250,    0.358,    0.346,    0.312,    0.546,    0.353,    0.268
  1.75,E07000049,    0.338,    0.358,    0.437,    0.525,    0.768,    0.497,    0.414,    0.388,    0.437,    0.469,    0.525,    0.389,    0.441,    0.358,    0.358,    0.492,    0.412,    0.768,    0.452,    0.338
  2.00,E07000049,    0.374,    0.437,    0.503,    0.612,    0.966,    0.540,    0.487,    0.503,    0.443,    0.567,    0.608,    0.464,    0.524,    0.463,    0.501,    0.612,    0.437,    0.966,    0.532,    0.374
  2.25,E07000049,    0.384,    0.507,    0.590,    0.721,    1.269,    0.665,    0.509,    0.507,    0.590,    0.691,    0.649,    0.525,    0.668,    0.517,    0.588,    0.651,    0.577,    1.269,    0.721,    0.384
  2.50,E07000049,    0.592,    0.621,    0.787,    0.988,    1.584,    0.908,    0.621,    0.643,    0.747,    0.935,    0.756,    0.693,    0.963,    0.691,    0.787,    0.932,    0.867,    1.584,    0.988,    0.592
  2.75,E07000049,    0.698,    0.851,    1.002,    1.413,    2.131,    1.300,    0.851,    0.918,    0.920,    1.273,    0.986,    0.929,    1.236,    0.991,    1.002,    1.413,    1.054,    2.131,    1.364,    0.698
  3.00,E07000049,    0.838,    1.152,    1.343,    1.842,    2.511,    1.560,    1.171,    1.152,    1.256,    1.705,    1.366,    1.277,    1.506,    1.187,    1.343,    1.842,    1.263,    2.511,    1.694,    0.838
  3.25,E07000049,    0.978,    1.366,    1.605,    2.295,    2.864,    1.842,    1.601,    1.557,    1.564,    1.967,    1.605,    1.366,    1.817,    1.641,    1.505,    2.295,    1.462,    2.864,    1.998,    0.978
  3.50,E07000049,    1.294,    1.520,    1.958,    2.896,    3.380,    2.147,    1.836,    1.717,    1.915,    2.215,    1.958,    1.520,    2.143,    2.059,    1.911,    2.896,    1.698,    3.380,    2.442,    1.294
  3.75,E07000049,    1.667,    1.775,    2.370,    3.514,    3.688,    2.482,    2.128,    2.072,    2.215,    2.635,    2.418,    1.775,    2.484,    2.370,    2.110,    3.514,    1.855,    3.688,    2.961,    1.667
  4.00,E07000049,    2.091,    2.134,    2.666,    4.088,    4.225,    2.666,    2.484,    2.600,    2.571,    3.047,    2.637,    2.091,    2.848,    2.949,    2.757,    4.225,    2.476,    4.088,    3.274,    2.134
  0.61,E07000050,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127,    0.127
  1.00,E07000050,    0.166,    0.183,    0.196,    0.209,    0.215,    0.205,    0.198,    0.191,    0.209,    0.206,    0.209,    0.184,    0.188,    0.183,    0.166,    0.203,    0.186,    0.215,    0.196,    0.186
  1.25,E07000050,    0.193,    0.194,    0.222,    0.277,    0.299,    0.222,    0.233,    0.214,    0.249,    0.240,    0.277,    0.231,    0.214,    0.199,    0.197,    0.233,    0.194,    0.299,    0.221,    0.193
  1.50,E07000050,    0.205,    0.233,    0.276,    0.380,    0.394,    0.296,    0.263,    0.255,    0.280,    0.394,    0.341,    0.276,    0.275,    0.233,    0.293,    0.292,    0.248,    0.380,    0.254,    0.205
  1.75,E07000050,    0.242,    0.293,    0.357,    0.437,    0.555,    0.396,    0.378,    0.331,    0.376,    0.394,    0.437,    0.350,    0.357,    0.309,    0.293,    0.384,    0.303,    0.555,    0.341,    0.242
  2.00,E07000050,    0.266,    0.341,    0.409,    0.479,    0.694,    0.437,    0.424,    0.391,    0.376,    0.451,    0.479,    0.409,    0.427,    0.368,    0.386,    0.448,    0.341,    0.694,    0.401,    0.266
  2.25,E07000050,    0.269,    0.403,    0.463,    0.553,    0.917,    0.553,    0.442,    0.403,    0.463,    0.527,    0.496,    0.432,    0.522,    0.430,    0.425,    0.505,    0.407,    0.917,    0.538,    0.269
  2.50,E07000050,    0.450,    0.493,    0.594,    0.778,    1.179,    0.778,    0.504,    0.493,    0.571,    0.775,    0.561,    0.528,    0.772,    0.594,    0.590,    0.715,    0.651,    1.179,    0.761,    0.450
  2.75,E07000050,    0.525,    0.684,    0.812,    1.062,    1.519,    1.007,    0.711,    0.746,    0.732,    1.023,    0.767,    0.684,    0.966,    0.829,    0.812,    1.062,    0.759,    1.519,    1.004,    0.525
  3.00,E07000050,    0.666,    0.875,    1.017,    1.417,    1.920,    1.206,    0.875,    0.876,    0.984,    1.417,    1.017,    0.913,    1.198,    0.984,    1.101,    1.404,    0.944,    1.920,    1.371,    0.666
  3.25,E07000050,    0.771,    0.978,    1.293,    1.832,    2.278,    1.418,    1.214,    1.221,    1.289,    1.599,    1.293,    0.978,    1.498,    1.432,    1.241,    1.832,    1.078,    2.278,    1.679,    0.771
  3.50,E07000050,    1.019,    1.124,    1.659,    2.397,    2.689,    1.705,    1.392,    1.408,    1.556,    1.892,    1.570,    1.124,    1.761,    1.763,    1.659,    2.397,    1.324,    2.689,    2.031,    1.019
  3.75,E07000050,    1.242,    1.345,    2.021,    3.042,    3.062,    2.021,    1.666,    1.655,    1.804,    2.232,    2.038,    1.345,    2.047,    2.035,    1.794,    3.042,    1.412,    3.062,    2.519,    1.242
  4.00,E07000050,    1.546,    1.697,    2.206,    3.508,    3.623,    2.178,    1.936,    2.154,    2.190,    2.709,    2.206,    1.546,    2.425,    2.584,    2.344,    3.623,    1.928,    3.508,    2.804,    1.697
  0.61,E07000051,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122,    0.122
  1.00,E07000051,    0.158,    0.160,    0.187,    0.221,    0.222,    0.215,    0.163,    0.187,    0.189,    0.214,    0.221,    0.187,    0.187,    0.158,    0.160,    0.215,    0.185,    0.222,    0.212,    0.185
  1.25,E07000051,    0.185,    0.210,    0.271,    0.356,    0.414,    0.296,    0.220,    0.245,    0.272,    0.322,    0.356,    0.220,    0.271,    0.185,    0.218,    0.298,    0.211,    0.414,    0.296,    0.210
  1.50,E07000051,    0.270,    0.279,    0.387,    0.509,    0.609,    0.414,    0.279,    0.308,    0.331,    0.509,    0.446,    0.311,    0.388,    0.270,    0.394,    0.387,    0.340,    0.609,    0.407,    0.289
  1.75,E07000051,    0.369,    0.386,    0.479,    0.567,    0.840,    0.533,    0.434,    0.425,    0.479,    0.509,    0.567,    0.428,    0.482,    0.386,    0.394,    0.532,    0.439,    0.840,    0.498,    0.369
  2.00,E07000051,    0.403,    0.476,    0.550,    0.659,    1.043,    0.569,    0.503,    0.546,    0.479,    0.606,    0.659,    0.499,    0.561,    0.482,    0.550,    0.651,    0.476,    1.043,    0.571,    0.403
  2.25,E07000051,    0.405,    0.532,    0.635,    0.773,    1.344,    0.667,    0.532,    0.552,    0.630,    0.752,    0.718,    0.558,    0.709,    0.542,    0.635,    0.691,    0.621,    1.344,    0.773,    0.405
  2.50,E07000051,    0.641,    0.649,    0.829,    0.994,    1.604,    0.868,    0.649,    0.696,    0.804,    0.961,    0.829,    0.732,    0.989,    0.725,    0.822,    0.957,    0.928,    1.604,    0.994,    0.641
  2.75,E07000051,    0.755,    0.847,    1.036,    1.427,    2.181,    1.294,    0.847,    0.955,    0.946,    1.290,    1.036,    0.992,    1.256,    1.009,    1.024,    1.427,    1.131,    2.181,    1.396,    0.755
